最终市值,总收益率,年化收益率,夏普比率,最大回撤,最大回撤时长,总交易次数,盈利次数,亏损次数,胜率,策略名称
1007297.0916636407,0.7297091663640787,0.7270596702964401,-9.943350070937734,0.3367847322433379,819.0,17,7,9,41.17647058823529,"双均线(20,60)"
1007854.1005184245,0.78541005184245,0.7823417623925907,-10.22676651522121,0.3532035941935147,662.0,28,10,17,35.714285714285715,"双均线(10,30)"
1007464.2736087048,0.7464273608704719,0.7436553771954595,-9.541438684022914,0.4923267361589284,831.0,17,5,11,29.411764705882355,"双均线(10,60)"
1007297.0916636407,0.7297091663640787,0.7270596702964401,-9.943350070937734,0.3367847322433379,819.0,17,7,9,41.17647058823529,均线+RSI
1000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,均线+严格RSI
1006100.4056852304,0.6100405685230292,0.6081873541341074,-10.065154728355907,0.30269907358986853,971.0,17,7,9,41.17647058823529,均线+止损
